user,location,date,coordinates,content
Democracy20208,,2021-09-22 20:58:25,,"@AprilDRyan @PressSec April, 
What do you think the policy should be with respect to Haitians coming here who have been living in S. America or C. America, who were not effected by the earthquake? It seems some of those folks are exploiting the current situation in Haiti, but were not effected by it."
CaseyCo43373147,,2021-09-22 20:58:13,,"@RepMTG @mtgreenee Pretty sure it was a hurricane, massive earthquake and a presidential assasination in Haiti that is bringing more people to the border. What are doing to help those in need besides saying close the border? These people have lost everything and it was out of their control."
rjblacktx,TX,2021-09-22 20:55:48,,@JackPosobiec There was a massive earthquake in Haiti that triggered a tsunami which swept up all the Hatians and washed them to the shores of Del Rio.
AZoldguy,"Scottsdale, AZ",2021-09-22 20:36:11,,"@CuomoPrimeTime @ChrisCuomo Chris, I think you misspoke yesterday when you stated the Haitians were fleeing the latest earthquake and couldn't make it to the U.S. by the deadline in Biden's order.  Many of the people at Del Rio left Haiti years ago and have lived in Chile and Bolivia"
ReichlinMelnick,"Washington, DC",2021-09-22 20:35:38,,"The majority of the people in the Del Rio encampment now left Haiti in 2010 after the earthquake killed hundreds of thousands and massively destabilized the country.

They have been a wandering community ever since, looking for a place where they can put down roots in safety. https://t.co/Njza3pZ4yb"
SteveWallaceSr,,2021-09-22 20:34:46,,@tvnkth Because if I’m not mistaken Haiti just got a load of vaccines before the earthquake from the US
Waveny,"New Canaan, CT",2021-09-22 20:34:31,,"Help for Haiti! Waveny staff members are donating tarps, toiletries and rice in aid of those affected by the August 14th earthquake. There is still time to donate, please drop off at Waveny's 3 Farm Rd campus or at Waveny-VNH offices, 22 Danbury Rd, Wilton until September 27th. https://t.co/HWr8PR6bFp"
Godschild8081,,2021-09-22 21:05:38,,"https://t.co/gHkcNlKZLG
Mag 7.2 #earthquake 
There have been dozens of aftershocks recorded since the earthquake, ranging from M2.5 to M5.8 
👀 @OfficialWFI144 in reference to the most recent #coldcutz https://t.co/KVoTvIJt3w"
NCACESDAD,"North Carolina, USA",2021-09-22 21:03:43,,"@RepDanBishop @SecMayorkas Hey Dan , what do you suggest as a solution ? Horrendous Economic conditions caused by the Climate Crisis and a devastating earthquake in Haiti has led to this mass migration.

Our courts have ruled that Biden must comply with our constitution.

He cannot invoke Title 42. https://t.co/F48zT9ZKrm"
FuriousVote,,2021-09-22 21:00:52,,@KatiePavlich @Julio_Rosas11 Maybe you remember that it was political issues in Haiti and the president was killed and then Haiti was hit by a earthquake. So if you look at history people around the globe have always migrated
twoleggs,"Woodstock, IL",2021-09-22 20:58:59,,"One month after a devastating earthquake that resulted in deaths of over 2,200 Haitians, injured 12,000 people, damaged or destroyed 120,000 homes and displaced hundreds of thousands of people, Administration is sending planes full of families to Haiti. #StopDeportationFlights"
Democracy20208,,2021-09-22 20:58:25,,"@AprilDRyan @PressSec April, 
What do you think the policy should be with respect to Haitians coming here who have been living in S. America or C. America, who were not effected by the earthquake? It seems some of those folks are exploiting the current situation in Haiti, but were not effected by it."
CaseyCo43373147,,2021-09-22 20:58:13,,"@RepMTG @mtgreenee Pretty sure it was a hurricane, massive earthquake and a presidential assasination in Haiti that is bringing more people to the border. What are doing to help those in need besides saying close the border? These people have lost everything and it was out of their control."
rjblacktx,TX,2021-09-22 20:55:48,,@JackPosobiec There was a massive earthquake in Haiti that triggered a tsunami which swept up all the Hatians and washed them to the shores of Del Rio.
AZoldguy,"Scottsdale, AZ",2021-09-22 20:36:11,,"@CuomoPrimeTime @ChrisCuomo Chris, I think you misspoke yesterday when you stated the Haitians were fleeing the latest earthquake and couldn't make it to the U.S. by the deadline in Biden's order.  Many of the people at Del Rio left Haiti years ago and have lived in Chile and Bolivia"
ReichlinMelnick,"Washington, DC",2021-09-22 20:35:38,,"The majority of the people in the Del Rio encampment now left Haiti in 2010 after the earthquake killed hundreds of thousands and massively destabilized the country.

They have been a wandering community ever since, looking for a place where they can put down roots in safety. https://t.co/Njza3pZ4yb"
SteveWallaceSr,,2021-09-22 20:34:46,,@tvnkth Because if I’m not mistaken Haiti just got a load of vaccines before the earthquake from the US
Godschild8081,,2021-09-22 21:05:38,,"https://t.co/gHkcNlKZLG
Mag 7.2 #earthquake 
There have been dozens of aftershocks recorded since the earthquake, ranging from M2.5 to M5.8 
👀 @OfficialWFI144 in reference to the most recent #coldcutz https://t.co/KVoTvIJt3w"
NCACESDAD,"North Carolina, USA",2021-09-22 21:03:43,,"@RepDanBishop @SecMayorkas Hey Dan , what do you suggest as a solution ? Horrendous Economic conditions caused by the Climate Crisis and a devastating earthquake in Haiti has led to this mass migration.

Our courts have ruled that Biden must comply with our constitution.

He cannot invoke Title 42. https://t.co/F48zT9ZKrm"
FuriousVote,,2021-09-22 21:00:52,,@KatiePavlich @Julio_Rosas11 Maybe you remember that it was political issues in Haiti and the president was killed and then Haiti was hit by a earthquake. So if you look at history people around the globe have always migrated
twoleggs,"Woodstock, IL",2021-09-22 20:58:59,,"One month after a devastating earthquake that resulted in deaths of over 2,200 Haitians, injured 12,000 people, damaged or destroyed 120,000 homes and displaced hundreds of thousands of people, Administration is sending planes full of families to Haiti. #StopDeportationFlights"
Democracy20208,,2021-09-22 20:58:25,,"@AprilDRyan @PressSec April, 
What do you think the policy should be with respect to Haitians coming here who have been living in S. America or C. America, who were not effected by the earthquake? It seems some of those folks are exploiting the current situation in Haiti, but were not effected by it."
CaseyCo43373147,,2021-09-22 20:58:13,,"@RepMTG @mtgreenee Pretty sure it was a hurricane, massive earthquake and a presidential assasination in Haiti that is bringing more people to the border. What are doing to help those in need besides saying close the border? These people have lost everything and it was out of their control."
rjblacktx,TX,2021-09-22 20:55:48,,@JackPosobiec There was a massive earthquake in Haiti that triggered a tsunami which swept up all the Hatians and washed them to the shores of Del Rio.
AZoldguy,"Scottsdale, AZ",2021-09-22 20:36:11,,"@CuomoPrimeTime @ChrisCuomo Chris, I think you misspoke yesterday when you stated the Haitians were fleeing the latest earthquake and couldn't make it to the U.S. by the deadline in Biden's order.  Many of the people at Del Rio left Haiti years ago and have lived in Chile and Bolivia"
ReichlinMelnick,"Washington, DC",2021-09-22 20:35:38,,"The majority of the people in the Del Rio encampment now left Haiti in 2010 after the earthquake killed hundreds of thousands and massively destabilized the country.

They have been a wandering community ever since, looking for a place where they can put down roots in safety. https://t.co/Njza3pZ4yb"
SteveWallaceSr,,2021-09-22 20:34:46,,@tvnkth Because if I’m not mistaken Haiti just got a load of vaccines before the earthquake from the US
Godschild8081,,2021-09-22 21:05:38,,"https://t.co/gHkcNlKZLG
Mag 7.2 #earthquake 
There have been dozens of aftershocks recorded since the earthquake, ranging from M2.5 to M5.8 
👀 @OfficialWFI144 in reference to the most recent #coldcutz https://t.co/KVoTvIJt3w"
NCACESDAD,"North Carolina, USA",2021-09-22 21:03:43,,"@RepDanBishop @SecMayorkas Hey Dan , what do you suggest as a solution ? Horrendous Economic conditions caused by the Climate Crisis and a devastating earthquake in Haiti has led to this mass migration.

Our courts have ruled that Biden must comply with our constitution.

He cannot invoke Title 42. https://t.co/F48zT9ZKrm"
FuriousVote,,2021-09-22 21:00:52,,@KatiePavlich @Julio_Rosas11 Maybe you remember that it was political issues in Haiti and the president was killed and then Haiti was hit by a earthquake. So if you look at history people around the globe have always migrated
twoleggs,"Woodstock, IL",2021-09-22 20:58:59,,"One month after a devastating earthquake that resulted in deaths of over 2,200 Haitians, injured 12,000 people, damaged or destroyed 120,000 homes and displaced hundreds of thousands of people, Administration is sending planes full of families to Haiti. #StopDeportationFlights"
Democracy20208,,2021-09-22 20:58:25,,"@AprilDRyan @PressSec April, 
What do you think the policy should be with respect to Haitians coming here who have been living in S. America or C. America, who were not effected by the earthquake? It seems some of those folks are exploiting the current situation in Haiti, but were not effected by it."
CaseyCo43373147,,2021-09-22 20:58:13,,"@RepMTG @mtgreenee Pretty sure it was a hurricane, massive earthquake and a presidential assasination in Haiti that is bringing more people to the border. What are doing to help those in need besides saying close the border? These people have lost everything and it was out of their control."
rjblacktx,TX,2021-09-22 20:55:48,,@JackPosobiec There was a massive earthquake in Haiti that triggered a tsunami which swept up all the Hatians and washed them to the shores of Del Rio.
AZoldguy,"Scottsdale, AZ",2021-09-22 20:36:11,,"@CuomoPrimeTime @ChrisCuomo Chris, I think you misspoke yesterday when you stated the Haitians were fleeing the latest earthquake and couldn't make it to the U.S. by the deadline in Biden's order.  Many of the people at Del Rio left Haiti years ago and have lived in Chile and Bolivia"
ReichlinMelnick,"Washington, DC",2021-09-22 20:35:38,,"The majority of the people in the Del Rio encampment now left Haiti in 2010 after the earthquake killed hundreds of thousands and massively destabilized the country.

They have been a wandering community ever since, looking for a place where they can put down roots in safety. https://t.co/Njza3pZ4yb"
SteveWallaceSr,,2021-09-22 20:34:46,,@tvnkth Because if I’m not mistaken Haiti just got a load of vaccines before the earthquake from the US
upkbachaar,"Las Vegas, NV",2021-09-22 21:10:48,,#earthquake #Haiti #israelite Isupk helping our Haitian brothers and sisters in Mexico https://t.co/iOXrifR5FH
Godschild8081,,2021-09-22 21:05:38,,"https://t.co/gHkcNlKZLG
Mag 7.2 #earthquake 
There have been dozens of aftershocks recorded since the earthquake, ranging from M2.5 to M5.8 
👀 @OfficialWFI144 in reference to the most recent #coldcutz https://t.co/KVoTvIJt3w"
NCACESDAD,"North Carolina, USA",2021-09-22 21:03:43,,"@RepDanBishop @SecMayorkas Hey Dan , what do you suggest as a solution ? Horrendous Economic conditions caused by the Climate Crisis and a devastating earthquake in Haiti has led to this mass migration.

Our courts have ruled that Biden must comply with our constitution.

He cannot invoke Title 42. https://t.co/F48zT9ZKrm"
FuriousVote,,2021-09-22 21:00:52,,@KatiePavlich @Julio_Rosas11 Maybe you remember that it was political issues in Haiti and the president was killed and then Haiti was hit by a earthquake. So if you look at history people around the globe have always migrated
twoleggs,"Woodstock, IL",2021-09-22 20:58:59,,"One month after a devastating earthquake that resulted in deaths of over 2,200 Haitians, injured 12,000 people, damaged or destroyed 120,000 homes and displaced hundreds of thousands of people, Administration is sending planes full of families to Haiti. #StopDeportationFlights"
Democracy20208,,2021-09-22 20:58:25,,"@AprilDRyan @PressSec April, 
What do you think the policy should be with respect to Haitians coming here who have been living in S. America or C. America, who were not effected by the earthquake? It seems some of those folks are exploiting the current situation in Haiti, but were not effected by it."
CaseyCo43373147,,2021-09-22 20:58:13,,"@RepMTG @mtgreenee Pretty sure it was a hurricane, massive earthquake and a presidential assasination in Haiti that is bringing more people to the border. What are doing to help those in need besides saying close the border? These people have lost everything and it was out of their control."
rjblacktx,TX,2021-09-22 20:55:48,,@JackPosobiec There was a massive earthquake in Haiti that triggered a tsunami which swept up all the Hatians and washed them to the shores of Del Rio.
AZoldguy,"Scottsdale, AZ",2021-09-22 20:36:11,,"@CuomoPrimeTime @ChrisCuomo Chris, I think you misspoke yesterday when you stated the Haitians were fleeing the latest earthquake and couldn't make it to the U.S. by the deadline in Biden's order.  Many of the people at Del Rio left Haiti years ago and have lived in Chile and Bolivia"
ReichlinMelnick,"Washington, DC",2021-09-22 20:35:38,,"The majority of the people in the Del Rio encampment now left Haiti in 2010 after the earthquake killed hundreds of thousands and massively destabilized the country.

They have been a wandering community ever since, looking for a place where they can put down roots in safety. https://t.co/Njza3pZ4yb"
upkbachaar,"Las Vegas, NV",2021-09-22 21:10:48,,#earthquake #Haiti #israelite Isupk helping our Haitian brothers and sisters in Mexico https://t.co/iOXrifR5FH
Godschild8081,,2021-09-22 21:05:38,,"https://t.co/gHkcNlKZLG
Mag 7.2 #earthquake 
There have been dozens of aftershocks recorded since the earthquake, ranging from M2.5 to M5.8 
👀 @OfficialWFI144 in reference to the most recent #coldcutz https://t.co/KVoTvIJt3w"
NCACESDAD,"North Carolina, USA",2021-09-22 21:03:43,,"@RepDanBishop @SecMayorkas Hey Dan , what do you suggest as a solution ? Horrendous Economic conditions caused by the Climate Crisis and a devastating earthquake in Haiti has led to this mass migration.

Our courts have ruled that Biden must comply with our constitution.

He cannot invoke Title 42. https://t.co/F48zT9ZKrm"
FuriousVote,,2021-09-22 21:00:52,,@KatiePavlich @Julio_Rosas11 Maybe you remember that it was political issues in Haiti and the president was killed and then Haiti was hit by a earthquake. So if you look at history people around the globe have always migrated
twoleggs,"Woodstock, IL",2021-09-22 20:58:59,,"One month after a devastating earthquake that resulted in deaths of over 2,200 Haitians, injured 12,000 people, damaged or destroyed 120,000 homes and displaced hundreds of thousands of people, Administration is sending planes full of families to Haiti. #StopDeportationFlights"
Democracy20208,,2021-09-22 20:58:25,,"@AprilDRyan @PressSec April, 
What do you think the policy should be with respect to Haitians coming here who have been living in S. America or C. America, who were not effected by the earthquake? It seems some of those folks are exploiting the current situation in Haiti, but were not effected by it."
CaseyCo43373147,,2021-09-22 20:58:13,,"@RepMTG @mtgreenee Pretty sure it was a hurricane, massive earthquake and a presidential assasination in Haiti that is bringing more people to the border. What are doing to help those in need besides saying close the border? These people have lost everything and it was out of their control."
rjblacktx,TX,2021-09-22 20:55:48,,@JackPosobiec There was a massive earthquake in Haiti that triggered a tsunami which swept up all the Hatians and washed them to the shores of Del Rio.
AZoldguy,"Scottsdale, AZ",2021-09-22 20:36:11,,"@CuomoPrimeTime @ChrisCuomo Chris, I think you misspoke yesterday when you stated the Haitians were fleeing the latest earthquake and couldn't make it to the U.S. by the deadline in Biden's order.  Many of the people at Del Rio left Haiti years ago and have lived in Chile and Bolivia"
ReichlinMelnick,"Washington, DC",2021-09-22 20:35:38,,"The majority of the people in the Del Rio encampment now left Haiti in 2010 after the earthquake killed hundreds of thousands and massively destabilized the country.

They have been a wandering community ever since, looking for a place where they can put down roots in safety. https://t.co/Njza3pZ4yb"
sexy_vegetables,,2021-09-22 21:12:47,,"&lt;br&gt;After the earthquake, Sean Penn brought __________ to the people of Haiti. &lt;br&gt; &lt;br&gt; --Getting naked and watching Nickelodeon.--&lt;br&gt;"
upkbachaar,"Las Vegas, NV",2021-09-22 21:10:48,,#earthquake #Haiti #israelite Isupk helping our Haitian brothers and sisters in Mexico https://t.co/iOXrifR5FH
Godschild8081,,2021-09-22 21:05:38,,"https://t.co/gHkcNlKZLG
Mag 7.2 #earthquake 
There have been dozens of aftershocks recorded since the earthquake, ranging from M2.5 to M5.8 
👀 @OfficialWFI144 in reference to the most recent #coldcutz https://t.co/KVoTvIJt3w"
NCACESDAD,"North Carolina, USA",2021-09-22 21:03:43,,"@RepDanBishop @SecMayorkas Hey Dan , what do you suggest as a solution ? Horrendous Economic conditions caused by the Climate Crisis and a devastating earthquake in Haiti has led to this mass migration.

Our courts have ruled that Biden must comply with our constitution.

He cannot invoke Title 42. https://t.co/F48zT9ZKrm"
FuriousVote,,2021-09-22 21:00:52,,@KatiePavlich @Julio_Rosas11 Maybe you remember that it was political issues in Haiti and the president was killed and then Haiti was hit by a earthquake. So if you look at history people around the globe have always migrated
twoleggs,"Woodstock, IL",2021-09-22 20:58:59,,"One month after a devastating earthquake that resulted in deaths of over 2,200 Haitians, injured 12,000 people, damaged or destroyed 120,000 homes and displaced hundreds of thousands of people, Administration is sending planes full of families to Haiti. #StopDeportationFlights"
Democracy20208,,2021-09-22 20:58:25,,"@AprilDRyan @PressSec April, 
What do you think the policy should be with respect to Haitians coming here who have been living in S. America or C. America, who were not effected by the earthquake? It seems some of those folks are exploiting the current situation in Haiti, but were not effected by it."
CaseyCo43373147,,2021-09-22 20:58:13,,"@RepMTG @mtgreenee Pretty sure it was a hurricane, massive earthquake and a presidential assasination in Haiti that is bringing more people to the border. What are doing to help those in need besides saying close the border? These people have lost everything and it was out of their control."
rjblacktx,TX,2021-09-22 20:55:48,,@JackPosobiec There was a massive earthquake in Haiti that triggered a tsunami which swept up all the Hatians and washed them to the shores of Del Rio.
AZoldguy,"Scottsdale, AZ",2021-09-22 20:36:11,,"@CuomoPrimeTime @ChrisCuomo Chris, I think you misspoke yesterday when you stated the Haitians were fleeing the latest earthquake and couldn't make it to the U.S. by the deadline in Biden's order.  Many of the people at Del Rio left Haiti years ago and have lived in Chile and Bolivia"
StrahanRoger,,2021-09-22 21:13:29,,"@Bob61571 @Kenny_Wallace some were interested.  They left Haiti after 1st earthquake, went to Brazil.  Olympics ended and so did work, started moving north slowly."
sexy_vegetables,,2021-09-22 21:12:47,,"&lt;br&gt;After the earthquake, Sean Penn brought __________ to the people of Haiti. &lt;br&gt; &lt;br&gt; --Getting naked and watching Nickelodeon.--&lt;br&gt;"
upkbachaar,"Las Vegas, NV",2021-09-22 21:10:48,,#earthquake #Haiti #israelite Isupk helping our Haitian brothers and sisters in Mexico https://t.co/iOXrifR5FH
Godschild8081,,2021-09-22 21:05:38,,"https://t.co/gHkcNlKZLG
Mag 7.2 #earthquake 
There have been dozens of aftershocks recorded since the earthquake, ranging from M2.5 to M5.8 
👀 @OfficialWFI144 in reference to the most recent #coldcutz https://t.co/KVoTvIJt3w"
NCACESDAD,"North Carolina, USA",2021-09-22 21:03:43,,"@RepDanBishop @SecMayorkas Hey Dan , what do you suggest as a solution ? Horrendous Economic conditions caused by the Climate Crisis and a devastating earthquake in Haiti has led to this mass migration.

Our courts have ruled that Biden must comply with our constitution.

He cannot invoke Title 42. https://t.co/F48zT9ZKrm"
FuriousVote,,2021-09-22 21:00:52,,@KatiePavlich @Julio_Rosas11 Maybe you remember that it was political issues in Haiti and the president was killed and then Haiti was hit by a earthquake. So if you look at history people around the globe have always migrated
twoleggs,"Woodstock, IL",2021-09-22 20:58:59,,"One month after a devastating earthquake that resulted in deaths of over 2,200 Haitians, injured 12,000 people, damaged or destroyed 120,000 homes and displaced hundreds of thousands of people, Administration is sending planes full of families to Haiti. #StopDeportationFlights"
Democracy20208,,2021-09-22 20:58:25,,"@AprilDRyan @PressSec April, 
What do you think the policy should be with respect to Haitians coming here who have been living in S. America or C. America, who were not effected by the earthquake? It seems some of those folks are exploiting the current situation in Haiti, but were not effected by it."
CaseyCo43373147,,2021-09-22 20:58:13,,"@RepMTG @mtgreenee Pretty sure it was a hurricane, massive earthquake and a presidential assasination in Haiti that is bringing more people to the border. What are doing to help those in need besides saying close the border? These people have lost everything and it was out of their control."
rjblacktx,TX,2021-09-22 20:55:48,,@JackPosobiec There was a massive earthquake in Haiti that triggered a tsunami which swept up all the Hatians and washed them to the shores of Del Rio.
StrahanRoger,,2021-09-22 21:13:29,,"@Bob61571 @Kenny_Wallace some were interested.  They left Haiti after 1st earthquake, went to Brazil.  Olympics ended and so did work, started moving north slowly."
sexy_vegetables,,2021-09-22 21:12:47,,"&lt;br&gt;After the earthquake, Sean Penn brought __________ to the people of Haiti. &lt;br&gt; &lt;br&gt; --Getting naked and watching Nickelodeon.--&lt;br&gt;"
upkbachaar,"Las Vegas, NV",2021-09-22 21:10:48,,#earthquake #Haiti #israelite Isupk helping our Haitian brothers and sisters in Mexico https://t.co/iOXrifR5FH
Godschild8081,,2021-09-22 21:05:38,,"https://t.co/gHkcNlKZLG
Mag 7.2 #earthquake 
There have been dozens of aftershocks recorded since the earthquake, ranging from M2.5 to M5.8 
👀 @OfficialWFI144 in reference to the most recent #coldcutz https://t.co/KVoTvIJt3w"
NCACESDAD,"North Carolina, USA",2021-09-22 21:03:43,,"@RepDanBishop @SecMayorkas Hey Dan , what do you suggest as a solution ? Horrendous Economic conditions caused by the Climate Crisis and a devastating earthquake in Haiti has led to this mass migration.

Our courts have ruled that Biden must comply with our constitution.

He cannot invoke Title 42. https://t.co/F48zT9ZKrm"
FuriousVote,,2021-09-22 21:00:52,,@KatiePavlich @Julio_Rosas11 Maybe you remember that it was political issues in Haiti and the president was killed and then Haiti was hit by a earthquake. So if you look at history people around the globe have always migrated
twoleggs,"Woodstock, IL",2021-09-22 20:58:59,,"One month after a devastating earthquake that resulted in deaths of over 2,200 Haitians, injured 12,000 people, damaged or destroyed 120,000 homes and displaced hundreds of thousands of people, Administration is sending planes full of families to Haiti. #StopDeportationFlights"
Democracy20208,,2021-09-22 20:58:25,,"@AprilDRyan @PressSec April, 
What do you think the policy should be with respect to Haitians coming here who have been living in S. America or C. America, who were not effected by the earthquake? It seems some of those folks are exploiting the current situation in Haiti, but were not effected by it."
CaseyCo43373147,,2021-09-22 20:58:13,,"@RepMTG @mtgreenee Pretty sure it was a hurricane, massive earthquake and a presidential assasination in Haiti that is bringing more people to the border. What are doing to help those in need besides saying close the border? These people have lost everything and it was out of their control."
rjblacktx,TX,2021-09-22 20:55:48,,@JackPosobiec There was a massive earthquake in Haiti that triggered a tsunami which swept up all the Hatians and washed them to the shores of Del Rio.
StrahanRoger,,2021-09-22 21:13:29,,"@Bob61571 @Kenny_Wallace some were interested.  They left Haiti after 1st earthquake, went to Brazil.  Olympics ended and so did work, started moving north slowly."
sexy_vegetables,,2021-09-22 21:12:47,,"&lt;br&gt;After the earthquake, Sean Penn brought __________ to the people of Haiti. &lt;br&gt; &lt;br&gt; --Getting naked and watching Nickelodeon.--&lt;br&gt;"
upkbachaar,"Las Vegas, NV",2021-09-22 21:10:48,,#earthquake #Haiti #israelite Isupk helping our Haitian brothers and sisters in Mexico https://t.co/iOXrifR5FH
Godschild8081,,2021-09-22 21:05:38,,"https://t.co/gHkcNlKZLG
Mag 7.2 #earthquake 
There have been dozens of aftershocks recorded since the earthquake, ranging from M2.5 to M5.8 
👀 @OfficialWFI144 in reference to the most recent #coldcutz https://t.co/KVoTvIJt3w"
NCACESDAD,"North Carolina, USA",2021-09-22 21:03:43,,"@RepDanBishop @SecMayorkas Hey Dan , what do you suggest as a solution ? Horrendous Economic conditions caused by the Climate Crisis and a devastating earthquake in Haiti has led to this mass migration.

Our courts have ruled that Biden must comply with our constitution.

He cannot invoke Title 42. https://t.co/F48zT9ZKrm"
FuriousVote,,2021-09-22 21:00:52,,@KatiePavlich @Julio_Rosas11 Maybe you remember that it was political issues in Haiti and the president was killed and then Haiti was hit by a earthquake. So if you look at history people around the globe have always migrated
twoleggs,"Woodstock, IL",2021-09-22 20:58:59,,"One month after a devastating earthquake that resulted in deaths of over 2,200 Haitians, injured 12,000 people, damaged or destroyed 120,000 homes and displaced hundreds of thousands of people, Administration is sending planes full of families to Haiti. #StopDeportationFlights"
Democracy20208,,2021-09-22 20:58:25,,"@AprilDRyan @PressSec April, 
What do you think the policy should be with respect to Haitians coming here who have been living in S. America or C. America, who were not effected by the earthquake? It seems some of those folks are exploiting the current situation in Haiti, but were not effected by it."
CaseyCo43373147,,2021-09-22 20:58:13,,"@RepMTG @mtgreenee Pretty sure it was a hurricane, massive earthquake and a presidential assasination in Haiti that is bringing more people to the border. What are doing to help those in need besides saying close the border? These people have lost everything and it was out of their control."
rjblacktx,TX,2021-09-22 20:55:48,,@JackPosobiec There was a massive earthquake in Haiti that triggered a tsunami which swept up all the Hatians and washed them to the shores of Del Rio.
luvcats13,Alabama,2021-09-22 21:20:42,,"Confusing to see Haitian refugees coming up from Mexico? Would’ve thought anyone fleeing Haiti would come by boat &amp; land in FL?Reports indicate these Haitians living in SouthAmerica since 2010 earthquake. Why’re they coming to US now,in middle of pandemic? https://t.co/mpmvkXYc1V"
StrahanRoger,,2021-09-22 21:13:29,,"@Bob61571 @Kenny_Wallace some were interested.  They left Haiti after 1st earthquake, went to Brazil.  Olympics ended and so did work, started moving north slowly."
sexy_vegetables,,2021-09-22 21:12:47,,"&lt;br&gt;After the earthquake, Sean Penn brought __________ to the people of Haiti. &lt;br&gt; &lt;br&gt; --Getting naked and watching Nickelodeon.--&lt;br&gt;"
upkbachaar,"Las Vegas, NV",2021-09-22 21:10:48,,#earthquake #Haiti #israelite Isupk helping our Haitian brothers and sisters in Mexico https://t.co/iOXrifR5FH
MichaelQAM144,,2021-09-22 21:05:38,,"https://t.co/gHkcNlKZLG
Mag 7.2 #earthquake 
There have been dozens of aftershocks recorded since the earthquake, ranging from M2.5 to M5.8 
👀 @OfficialWFI144 in reference to the most recent #coldcutz https://t.co/KVoTvIJt3w"
NCACESDAD,"North Carolina, USA",2021-09-22 21:03:43,,"@RepDanBishop @SecMayorkas Hey Dan , what do you suggest as a solution ? Horrendous Economic conditions caused by the Climate Crisis and a devastating earthquake in Haiti has led to this mass migration.

Our courts have ruled that Biden must comply with our constitution.

He cannot invoke Title 42. https://t.co/F48zT9ZKrm"
FuriousVote,,2021-09-22 21:00:52,,@KatiePavlich @Julio_Rosas11 Maybe you remember that it was political issues in Haiti and the president was killed and then Haiti was hit by a earthquake. So if you look at history people around the globe have always migrated
twoleggs,"Woodstock, IL",2021-09-22 20:58:59,,"One month after a devastating earthquake that resulted in deaths of over 2,200 Haitians, injured 12,000 people, damaged or destroyed 120,000 homes and displaced hundreds of thousands of people, Administration is sending planes full of families to Haiti. #StopDeportationFlights"
Democracy20208,,2021-09-22 20:58:25,,"@AprilDRyan @PressSec April, 
What do you think the policy should be with respect to Haitians coming here who have been living in S. America or C. America, who were not effected by the earthquake? It seems some of those folks are exploiting the current situation in Haiti, but were not effected by it."
CaseyCo43373147,,2021-09-22 20:58:13,,"@RepMTG @mtgreenee Pretty sure it was a hurricane, massive earthquake and a presidential assasination in Haiti that is bringing more people to the border. What are doing to help those in need besides saying close the border? These people have lost everything and it was out of their control."
FoodForThePoor,"Coconut Creek, FL",2021-10-20 10:01:17,,"Join your local radio station @94fmTheFish today (10/20) to help Haiti. In the wake of the 7.2 magnitude earthquake and tropical storm that hit Haiti, your gift brings the light of hope. To help, call 855-349-4673 (HOPE) or visit https://t.co/YHlUmxU1Ed"
quoteshaybot,,2021-10-20 09:23:53,,"What happened in Haiti happened in Portugal. A great earthquake. Thousands dead, thanks to your damned Manuscript"
sexy_vegetables,,2021-10-20 08:53:25,,"&lt;br&gt;After the earthquake, Sean Penn brought __________ to the people of Haiti. &lt;br&gt; &lt;br&gt; --AXE Body Spray.--&lt;br&gt;"
Ves_Tweet,Australia,2021-10-20 07:05:30,,"The international aid model is broken !?
Why Now !?  Pls. Data, Books 
$13 billion invested in Haiti 

since the devastating 2010 earthquake has done little to mitigate the crises in the country pushing people to migrate."
robinsnewswire,RT's Are FYI Purposes Only,2021-10-20 07:03:28,,Pax River employee helps in Haiti earthquake disaster response - https://t.co/trB5TuOOgJ https://t.co/iHSxsWmN1N #Earthquake
newhumanitarian,,2021-10-20 07:01:00,,"Opinion | The international aid model is broken: $13 billion invested in Haiti since the devastating 2010 earthquake has done little to mitigate the crises in the country pushing people to migrate. 
https://t.co/8fyY9hDWAP"
CAH_ebooks,,2021-10-20 07:00:02,,"after the earthquake, sean penn brought booby-trapping the house to foil burglars to the people of haiti."
sexy_vegetables,,2021-10-20 06:32:38,,"&lt;br&gt;After the earthquake, Sean Penn brought __________ to the people of Haiti. &lt;br&gt; &lt;br&gt; --The Blood of Christ.--&lt;br&gt;"
MirandaMolea,"Portland, Oregon",2021-10-20 05:30:44,,"Hey Haiti, by the numbers and the innocence, the untimely release of these seventeen people would hit you like an earthquake if you feel it no other way."
srbija_eu,Иной мир. Drugi svet.,2021-10-20 05:13:23,,"The work of U.S. and Canadian missionaries kidnapped in Haiti over the weekend included helping rebuild homes following an August earthquake on the island, according to their Ohio-based organization that has aid projects all over the world."
FoodForThePoor,"Coconut Creek, FL",2021-10-20 10:01:17,,"Join your local radio station @94fmTheFish today (10/20) to help Haiti. In the wake of the 7.2 magnitude earthquake and tropical storm that hit Haiti, your gift brings the light of hope. To help, call 855-349-4673 (HOPE) or visit https://t.co/YHlUmxU1Ed"
quoteshaybot,,2021-10-20 09:23:53,,"What happened in Haiti happened in Portugal. A great earthquake. Thousands dead, thanks to your damned Manuscript"
sexy_vegetables,,2021-10-20 08:53:25,,"&lt;br&gt;After the earthquake, Sean Penn brought __________ to the people of Haiti. &lt;br&gt; &lt;br&gt; --AXE Body Spray.--&lt;br&gt;"
